"Station","TTArrTime","ArrFlag","Loop","TTDepTime","DepFlag","Secn","TTHaltTime","MinHaltTime","TTRunTime","MinRunTime","TrainID","Priority"
"Hotel",2016-04-17 15:52:00,"P",0,2016-04-17 15:57:00,"P",0,5,5,18,15,20053,2
"Golf",2016-04-17 16:15:00,"P",0,2016-04-17 16:20:00,"P",0,5,5,18,15,20053,2
"Foxtrot",2016-04-17 16:38:00,"P",0,2016-04-17 16:43:00,"P",0,5,5,18,15,20053,2
"Echo",2016-04-17 17:01:00,"P",0,2016-04-17 17:06:00,"P",0,5,5,18,15,20053,2
"Delta",2016-04-17 17:24:00,"P",0,2016-04-17 17:29:00,"P",0,5,5,18,15,20053,2
"Charlie",2016-04-17 17:47:00,"P",0,2016-04-17 17:52:00,"P",0,5,5,18,15,20053,2
"Bravo",2016-04-17 18:10:00,"P",0,2016-04-17 18:15:00,"P",0,5,5,18,15,20053,2
"Alpha",2016-04-17 18:33:00,"P",0,2016-04-17 18:38:00,"P",0,5,5,0,0,20053,2
"Alpha",2016-04-16 20:14:00,"P",0,2016-04-16 20:19:00,"P",0,5,5,18,15,20054,2
"Bravo",2016-04-16 20:37:00,"P",0,2016-04-16 20:42:00,"P",0,5,5,18,15,20054,2
"Charlie",2016-04-16 21:00:00,"P",0,2016-04-16 21:05:00,"P",0,5,5,18,15,20054,2
"Delta",2016-04-16 21:23:00,"P",0,2016-04-16 21:28:00,"P",0,5,5,18,15,20054,2
"Echo",2016-04-16 21:46:00,"P",0,2016-04-16 21:51:00,"P",0,5,5,18,15,20054,2
"Foxtrot",2016-04-16 22:09:00,"P",0,2016-04-16 22:14:00,"P",0,5,5,18,15,20054,2
"Golf",2016-04-16 22:32:00,"P",0,2016-04-16 22:37:00,"P",0,5,5,18,15,20054,2
"Hotel",2016-04-16 22:55:00,"P",0,2016-04-16 23:00:00,"P",0,5,5,18,15,20054,2
"India",2016-04-16 23:18:00,"P",0,2016-04-16 23:23:00,"P",0,5,5,18,15,20054,2
"Juliet",2016-04-16 23:41:00,"P",0,2016-04-16 23:46:00,"P",0,5,5,18,15,20054,2
"Kilo",2016-04-17 00:04:00,"P",0,2016-04-17 00:09:00,"P",0,5,5,0,0,20054,2
"Kilo",2016-04-16 11:04:00,"P",0,2016-04-16 11:09:00,"P",0,5,5,18,15,20055,2
"Juliet",2016-04-16 11:27:00,"P",0,2016-04-16 11:32:00,"P",0,5,5,18,15,20055,2
"India",2016-04-16 11:50:00,"P",0,2016-04-16 11:55:00,"P",0,5,5,18,15,20055,2
"Hotel",2016-04-16 12:13:00,"P",0,2016-04-16 12:18:00,"P",0,5,5,18,15,20055,2
"Golf",2016-04-16 12:36:00,"P",0,2016-04-16 12:41:00,"P",0,5,5,18,15,20055,2
"Foxtrot",2016-04-16 12:59:00,"P",0,2016-04-16 13:04:00,"P",0,5,5,18,15,20055,2
"Echo",2016-04-16 13:22:00,"P",0,2016-04-16 13:27:00,"P",0,5,5,18,15,20055,2
"Delta",2016-04-16 13:45:00,"P",0,2016-04-16 13:50:00,"P",0,5,5,18,15,20055,2
"Charlie",2016-04-16 14:08:00,"P",0,2016-04-16 14:13:00,"P",0,5,5,18,15,20055,2
"Bravo",2016-04-16 14:31:00,"P",0,2016-04-16 14:36:00,"P",0,5,5,18,15,20055,2
"Alpha",2016-04-16 14:54:00,"P",0,2016-04-16 14:59:00,"P",0,5,5,0,0,20055,2
"Alpha",2016-04-16 07:29:00,"P",0,2016-04-16 07:34:00,"P",0,5,5,18,15,20056,2
"Bravo",2016-04-16 07:52:00,"P",0,2016-04-16 07:57:00,"P",0,5,5,18,15,20056,2
"Charlie",2016-04-16 08:15:00,"P",0,2016-04-16 08:20:00,"P",0,5,5,18,15,20056,2
"Delta",2016-04-16 08:38:00,"P",0,2016-04-16 08:43:00,"P",0,5,5,18,15,20056,2
"Echo",2016-04-16 09:01:00,"P",0,2016-04-16 09:06:00,"P",0,5,5,18,15,20056,2
"Foxtrot",2016-04-16 09:24:00,"P",0,2016-04-16 09:29:00,"P",0,5,5,18,15,20056,2
"Golf",2016-04-16 09:47:00,"P",0,2016-04-16 09:52:00,"P",0,5,5,18,15,20056,2
"Hotel",2016-04-16 10:10:00,"P",0,2016-04-16 10:15:00,"P",0,5,5,18,15,20056,2
"India",2016-04-16 10:33:00,"P",0,2016-04-16 10:38:00,"P",0,5,5,18,15,20056,2
"Juliet",2016-04-16 10:56:00,"P",0,2016-04-16 11:01:00,"P",0,5,5,18,15,20056,2
"Kilo",2016-04-16 11:19:00,"P",0,2016-04-16 11:24:00,"P",0,5,5,0,0,20056,2
"Kilo",2016-04-17 08:23:00,"P",0,2016-04-17 08:28:00,"P",0,5,5,18,15,20057,2
"Juliet",2016-04-17 08:46:00,"P",0,2016-04-17 08:51:00,"P",0,5,5,18,15,20057,2
"India",2016-04-17 09:09:00,"P",0,2016-04-17 09:14:00,"P",0,5,5,18,15,20057,2
"Hotel",2016-04-17 09:32:00,"P",0,2016-04-17 09:37:00,"P",0,5,5,18,15,20057,2
"Golf",2016-04-17 09:55:00,"P",0,2016-04-17 10:00:00,"P",0,5,5,18,15,20057,2
"Foxtrot",2016-04-17 10:18:00,"P",0,2016-04-17 10:23:00,"P",0,5,5,18,15,20057,2
"Echo",2016-04-17 10:41:00,"P",0,2016-04-17 10:46:00,"P",0,5,5,18,15,20057,2
"Delta",2016-04-17 11:04:00,"P",0,2016-04-17 11:09:00,"P",0,5,5,18,15,20057,2
"Charlie",2016-04-17 11:27:00,"P",0,2016-04-17 11:32:00,"P",0,5,5,18,15,20057,2
"Bravo",2016-04-17 11:50:00,"P",0,2016-04-17 11:55:00,"P",0,5,5,18,15,20057,2
"Alpha",2016-04-17 12:13:00,"P",0,2016-04-17 12:18:00,"P",0,5,5,0,0,20057,2
"Alpha",2016-04-17 15:00:00,"P",0,2016-04-17 15:05:00,"P",0,5,5,18,15,20058,2
"Bravo",2016-04-17 15:23:00,"P",0,2016-04-17 15:28:00,"P",0,5,5,18,15,20058,2
"Charlie",2016-04-17 15:46:00,"P",0,2016-04-17 15:51:00,"P",0,5,5,18,15,20058,2
"Delta",2016-04-17 16:09:00,"P",0,2016-04-17 16:14:00,"P",0,5,5,18,15,20058,2
"Echo",2016-04-17 16:32:00,"P",0,2016-04-17 16:37:00,"P",0,5,5,18,15,20058,2
"Foxtrot",2016-04-17 16:55:00,"P",0,2016-04-17 17:00:00,"P",0,5,5,18,15,20058,2
"Golf",2016-04-17 17:18:00,"P",0,2016-04-17 17:23:00,"P",0,5,5,18,15,20058,2
"Hotel",2016-04-17 17:41:00,"P",0,2016-04-17 17:46:00,"P",0,5,5,18,15,20058,2
"India",2016-04-17 18:04:00,"P",0,2016-04-17 18:09:00,"P",0,5,5,18,15,20058,2
"Juliet",2016-04-17 18:27:00,"P",0,2016-04-17 18:32:00,"P",0,5,5,18,15,20058,2
"Kilo",2016-04-17 18:50:00,"P",0,2016-04-17 18:55:00,"P",0,5,5,0,0,20058,2
"Kilo",2016-04-17 19:41:00,"P",0,2016-04-17 19:46:00,"P",0,5,5,18,15,20059,2
"Juliet",2016-04-17 20:04:00,"P",0,2016-04-17 20:09:00,"P",0,5,5,18,15,20059,2
"India",2016-04-17 20:27:00,"P",0,2016-04-17 20:32:00,"P",0,5,5,18,15,20059,2
"Hotel",2016-04-17 20:50:00,"P",0,2016-04-17 20:55:00,"P",0,5,5,18,15,20059,2
"Golf",2016-04-17 21:13:00,"P",0,2016-04-17 21:18:00,"P",0,5,5,18,15,20059,2
"Foxtrot",2016-04-17 21:36:00,"P",0,2016-04-17 21:41:00,"P",0,5,5,18,15,20059,2
"Echo",2016-04-17 21:59:00,"P",0,2016-04-17 22:04:00,"P",0,5,5,18,15,20059,2
"Delta",2016-04-17 22:22:00,"P",0,2016-04-17 22:27:00,"P",0,5,5,18,15,20059,2
"Charlie",2016-04-17 22:45:00,"P",0,2016-04-17 22:50:00,"P",0,5,5,18,15,20059,2
"Bravo",2016-04-17 23:08:00,"P",0,2016-04-17 23:13:00,"P",0,5,5,18,15,20059,2
"Alpha",2016-04-17 23:31:00,"P",0,2016-04-17 23:36:00,"P",0,5,5,0,0,20059,2
"Alpha",2016-04-17 17:47:00,"P",0,2016-04-17 17:52:00,"P",0,5,5,18,15,20060,2
"Bravo",2016-04-17 18:10:00,"P",0,2016-04-17 18:15:00,"P",0,5,5,18,15,20060,2
"Charlie",2016-04-17 18:33:00,"P",0,2016-04-17 18:38:00,"P",0,5,5,18,15,20060,2
"Delta",2016-04-17 18:56:00,"P",0,2016-04-17 19:01:00,"P",0,5,5,18,15,20060,2
"Echo",2016-04-17 19:19:00,"P",0,2016-04-17 19:24:00,"P",0,5,5,18,15,20060,2
"Foxtrot",2016-04-17 19:42:00,"P",0,2016-04-17 19:47:00,"P",0,5,5,18,15,20060,2
"Golf",2016-04-17 20:05:00,"P",0,2016-04-17 20:10:00,"P",0,5,5,18,15,20060,2
"Hotel",2016-04-17 20:28:00,"P",0,2016-04-17 20:33:00,"P",0,5,5,18,15,20060,2
"India",2016-04-17 20:51:00,"P",0,2016-04-17 20:56:00,"P",0,5,5,18,15,20060,2
"Juliet",2016-04-17 21:14:00,"P",0,2016-04-17 21:19:00,"P",0,5,5,18,15,20060,2
"Kilo",2016-04-17 21:37:00,"P",0,2016-04-17 21:42:00,"P",0,5,5,0,0,20060,2
"Kilo",2016-04-16 04:19:00,"P",0,2016-04-16 04:24:00,"P",0,5,5,18,15,20061,2
"Juliet",2016-04-16 04:42:00,"P",0,2016-04-16 04:47:00,"P",0,5,5,18,15,20061,2
"India",2016-04-16 05:05:00,"P",0,2016-04-16 05:10:00,"P",0,5,5,18,15,20061,2
"Hotel",2016-04-16 05:28:00,"P",0,2016-04-16 05:33:00,"P",0,5,5,18,15,20061,2
"Golf",2016-04-16 05:51:00,"P",0,2016-04-16 05:56:00,"P",0,5,5,18,15,20061,2
"Foxtrot",2016-04-16 06:14:00,"P",0,2016-04-16 06:19:00,"P",0,5,5,18,15,20061,2
"Echo",2016-04-16 06:37:00,"P",0,2016-04-16 06:42:00,"P",0,5,5,18,15,20061,2
"Delta",2016-04-16 07:00:00,"P",0,2016-04-16 07:05:00,"P",0,5,5,18,15,20061,2
"Charlie",2016-04-16 07:23:00,"P",0,2016-04-16 07:28:00,"P",0,5,5,18,15,20061,2
"Bravo",2016-04-16 07:46:00,"P",0,2016-04-16 07:51:00,"P",0,5,5,18,15,20061,2
"Alpha",2016-04-16 08:09:00,"P",0,2016-04-16 08:14:00,"P",0,5,5,0,0,20061,2
"Alpha",2016-04-17 19:40:00,"P",0,2016-04-17 19:45:00,"P",0,5,5,18,15,20062,2
"Bravo",2016-04-17 20:03:00,"P",0,2016-04-17 20:08:00,"P",0,5,5,18,15,20062,2
"Charlie",2016-04-17 20:26:00,"P",0,2016-04-17 20:31:00,"P",0,5,5,18,15,20062,2
"Delta",2016-04-17 20:49:00,"P",0,2016-04-17 20:54:00,"P",0,5,5,18,15,20062,2
"Echo",2016-04-17 21:12:00,"P",0,2016-04-17 21:17:00,"P",0,5,5,18,15,20062,2
"Foxtrot",2016-04-17 21:35:00,"P",0,2016-04-17 21:40:00,"P",0,5,5,18,15,20062,2
"Golf",2016-04-17 21:58:00,"P",0,2016-04-17 22:03:00,"P",0,5,5,18,15,20062,2
"Hotel",2016-04-17 22:21:00,"P",0,2016-04-17 22:26:00,"P",0,5,5,18,15,20062,2
"India",2016-04-17 22:44:00,"P",0,2016-04-17 22:49:00,"P",0,5,5,18,15,20062,2
"Juliet",2016-04-17 23:07:00,"P",0,2016-04-17 23:12:00,"P",0,5,5,18,15,20062,2
"Kilo",2016-04-17 23:30:00,"P",0,2016-04-17 23:35:00,"P",0,5,5,0,0,20062,2
"Kilo",2016-04-17 20:44:00,"P",0,2016-04-17 20:49:00,"P",0,5,5,18,15,20063,2
"Juliet",2016-04-17 21:07:00,"P",0,2016-04-17 21:12:00,"P",0,5,5,18,15,20063,2
"India",2016-04-17 21:30:00,"P",0,2016-04-17 21:35:00,"P",0,5,5,18,15,20063,2
"Hotel",2016-04-17 21:53:00,"P",0,2016-04-17 21:58:00,"P",0,5,5,18,15,20063,2
"Golf",2016-04-17 22:16:00,"P",0,2016-04-17 22:21:00,"P",0,5,5,18,15,20063,2
"Foxtrot",2016-04-17 22:39:00,"P",0,2016-04-17 22:44:00,"P",0,5,5,18,15,20063,2
"Echo",2016-04-17 23:02:00,"P",0,2016-04-17 23:07:00,"P",0,5,5,18,15,20063,2
"Delta",2016-04-17 23:25:00,"P",0,2016-04-17 23:30:00,"P",0,5,5,18,15,20063,2
"Charlie",2016-04-17 23:48:00,"P",0,2016-04-17 23:53:00,"P",0,5,5,18,15,20063,2
"Bravo",2016-04-18 00:11:00,"P",0,2016-04-18 00:16:00,"P",0,5,5,18,15,20063,2
"Alpha",2016-04-18 00:34:00,"P",0,2016-04-18 00:39:00,"P",0,5,5,0,0,20063,2
"Alpha",2016-04-17 12:08:00,"P",0,2016-04-17 12:13:00,"P",0,5,5,18,15,20064,2
"Bravo",2016-04-17 12:31:00,"P",0,2016-04-17 12:36:00,"P",0,5,5,18,15,20064,2
"Charlie",2016-04-17 12:54:00,"P",0,2016-04-17 12:59:00,"P",0,5,5,18,15,20064,2
"Delta",2016-04-17 13:17:00,"P",0,2016-04-17 13:22:00,"P",0,5,5,18,15,20064,2
"Echo",2016-04-17 13:40:00,"P",0,2016-04-17 13:45:00,"P",0,5,5,18,15,20064,2
"Foxtrot",2016-04-17 14:03:00,"P",0,2016-04-17 14:08:00,"P",0,5,5,18,15,20064,2
"Golf",2016-04-17 14:26:00,"P",0,2016-04-17 14:31:00,"P",0,5,5,18,15,20064,2
"Hotel",2016-04-17 14:49:00,"P",0,2016-04-17 14:54:00,"P",0,5,5,18,15,20064,2
"India",2016-04-17 15:12:00,"P",0,2016-04-17 15:17:00,"P",0,5,5,18,15,20064,2
"Juliet",2016-04-17 15:35:00,"P",0,2016-04-17 15:40:00,"P",0,5,5,18,15,20064,2
"Kilo",2016-04-17 15:58:00,"P",0,2016-04-17 16:03:00,"P",0,5,5,0,0,20064,2
"Kilo",2016-04-16 20:33:00,"P",0,2016-04-16 20:38:00,"P",0,5,5,18,15,20065,2
"Juliet",2016-04-16 20:56:00,"P",0,2016-04-16 21:01:00,"P",0,5,5,18,15,20065,2
"India",2016-04-16 21:19:00,"P",0,2016-04-16 21:24:00,"P",0,5,5,18,15,20065,2
"Hotel",2016-04-16 21:42:00,"P",0,2016-04-16 21:47:00,"P",0,5,5,18,15,20065,2
"Golf",2016-04-16 22:05:00,"P",0,2016-04-16 22:10:00,"P",0,5,5,18,15,20065,2
"Foxtrot",2016-04-16 22:28:00,"P",0,2016-04-16 22:33:00,"P",0,5,5,18,15,20065,2
"Echo",2016-04-16 22:51:00,"P",0,2016-04-16 22:56:00,"P",0,5,5,18,15,20065,2
"Delta",2016-04-16 23:14:00,"P",0,2016-04-16 23:19:00,"P",0,5,5,18,15,20065,2
"Charlie",2016-04-16 23:37:00,"P",0,2016-04-16 23:42:00,"P",0,5,5,18,15,20065,2
"Bravo",2016-04-17 00:00:00,"P",0,2016-04-17 00:05:00,"P",0,5,5,18,15,20065,2
"Alpha",2016-04-17 00:23:00,"P",0,2016-04-17 00:28:00,"P",0,5,5,0,0,20065,2
"Alpha",2016-04-16 03:00:00,"P",0,2016-04-16 03:05:00,"P",0,5,5,18,15,20066,2
"Bravo",2016-04-16 03:23:00,"P",0,2016-04-16 03:28:00,"P",0,5,5,18,15,20066,2
"Charlie",2016-04-16 03:46:00,"P",0,2016-04-16 03:51:00,"P",0,5,5,18,15,20066,2
"Delta",2016-04-16 04:09:00,"P",0,2016-04-16 04:14:00,"P",0,5,5,18,15,20066,2
"Echo",2016-04-16 04:32:00,"P",0,2016-04-16 04:37:00,"P",0,5,5,18,15,20066,2
"Foxtrot",2016-04-16 04:55:00,"P",0,2016-04-16 05:00:00,"P",0,5,5,18,15,20066,2
"Golf",2016-04-16 05:18:00,"P",0,2016-04-16 05:23:00,"P",0,5,5,18,15,20066,2
"Hotel",2016-04-16 05:41:00,"P",0,2016-04-16 05:46:00,"P",0,5,5,18,15,20066,2
"India",2016-04-16 06:04:00,"P",0,2016-04-16 06:09:00,"P",0,5,5,18,15,20066,2
"Juliet",2016-04-16 06:27:00,"P",0,2016-04-16 06:32:00,"P",0,5,5,18,15,20066,2
"Kilo",2016-04-16 06:50:00,"P",0,2016-04-16 06:55:00,"P",0,5,5,0,0,20066,2
"Kilo",2016-04-17 06:05:00,"P",0,2016-04-17 06:10:00,"P",0,5,5,18,15,20067,2
"Juliet",2016-04-17 06:28:00,"P",0,2016-04-17 06:33:00,"P",0,5,5,18,15,20067,2
"India",2016-04-17 06:51:00,"P",0,2016-04-17 06:56:00,"P",0,5,5,18,15,20067,2
"Hotel",2016-04-17 07:14:00,"P",0,2016-04-17 07:19:00,"P",0,5,5,18,15,20067,2
"Golf",2016-04-17 07:37:00,"P",0,2016-04-17 07:42:00,"P",0,5,5,18,15,20067,2
"Foxtrot",2016-04-17 08:00:00,"P",0,2016-04-17 08:05:00,"P",0,5,5,18,15,20067,2
"Echo",2016-04-17 08:23:00,"P",0,2016-04-17 08:28:00,"P",0,5,5,18,15,20067,2
"Delta",2016-04-17 08:46:00,"P",0,2016-04-17 08:51:00,"P",0,5,5,18,15,20067,2
"Charlie",2016-04-17 09:09:00,"P",0,2016-04-17 09:14:00,"P",0,5,5,18,15,20067,2
"Bravo",2016-04-17 09:32:00,"P",0,2016-04-17 09:37:00,"P",0,5,5,18,15,20067,2
"Alpha",2016-04-17 09:55:00,"P",0,2016-04-17 10:00:00,"P",0,5,5,0,0,20067,2
"Alpha",2016-04-17 18:49:00,"P",0,2016-04-17 18:54:00,"P",0,5,5,18,15,20068,2
"Bravo",2016-04-17 19:12:00,"P",0,2016-04-17 19:17:00,"P",0,5,5,18,15,20068,2
"Charlie",2016-04-17 19:35:00,"P",0,2016-04-17 19:40:00,"P",0,5,5,18,15,20068,2
"Delta",2016-04-17 19:58:00,"P",0,2016-04-17 20:03:00,"P",0,5,5,18,15,20068,2
"Echo",2016-04-17 20:21:00,"P",0,2016-04-17 20:26:00,"P",0,5,5,18,15,20068,2
"Foxtrot",2016-04-17 20:44:00,"P",0,2016-04-17 20:49:00,"P",0,5,5,18,15,20068,2
"Golf",2016-04-17 21:07:00,"P",0,2016-04-17 21:12:00,"P",0,5,5,18,15,20068,2
"Hotel",2016-04-17 21:30:00,"P",0,2016-04-17 21:35:00,"P",0,5,5,18,15,20068,2
"India",2016-04-17 21:53:00,"P",0,2016-04-17 21:58:00,"P",0,5,5,18,15,20068,2
"Juliet",2016-04-17 22:16:00,"P",0,2016-04-17 22:21:00,"P",0,5,5,18,15,20068,2
"Kilo",2016-04-17 22:39:00,"P",0,2016-04-17 22:44:00,"P",0,5,5,0,0,20068,2
"Kilo",2016-04-17 01:13:00,"P",0,2016-04-17 01:18:00,"P",0,5,5,18,15,20069,2
"Juliet",2016-04-17 01:36:00,"P",0,2016-04-17 01:41:00,"P",0,5,5,18,15,20069,2
"India",2016-04-17 01:59:00,"P",0,2016-04-17 02:04:00,"P",0,5,5,18,15,20069,2
"Hotel",2016-04-17 02:22:00,"P",0,2016-04-17 02:27:00,"P",0,5,5,18,15,20069,2
"Golf",2016-04-17 02:45:00,"P",0,2016-04-17 02:50:00,"P",0,5,5,18,15,20069,2
"Foxtrot",2016-04-17 03:08:00,"P",0,2016-04-17 03:13:00,"P",0,5,5,18,15,20069,2
"Echo",2016-04-17 03:31:00,"P",0,2016-04-17 03:36:00,"P",0,5,5,18,15,20069,2
"Delta",2016-04-17 03:54:00,"P",0,2016-04-17 03:59:00,"P",0,5,5,18,15,20069,2
"Charlie",2016-04-17 04:17:00,"P",0,2016-04-17 04:22:00,"P",0,5,5,18,15,20069,2
"Bravo",2016-04-17 04:40:00,"P",0,2016-04-17 04:45:00,"P",0,5,5,18,15,20069,2
"Alpha",2016-04-17 05:03:00,"P",0,2016-04-17 05:08:00,"P",0,5,5,0,0,20069,2
"Alpha",2016-04-16 17:28:00,"P",0,2016-04-16 17:33:00,"P",0,5,5,18,15,20070,2
"Bravo",2016-04-16 17:51:00,"P",0,2016-04-16 17:56:00,"P",0,5,5,18,15,20070,2
"Charlie",2016-04-16 18:14:00,"P",0,2016-04-16 18:19:00,"P",0,5,5,18,15,20070,2
"Delta",2016-04-16 18:37:00,"P",0,2016-04-16 18:42:00,"P",0,5,5,18,15,20070,2
"Echo",2016-04-16 19:00:00,"P",0,2016-04-16 19:05:00,"P",0,5,5,18,15,20070,2
"Foxtrot",2016-04-16 19:23:00,"P",0,2016-04-16 19:28:00,"P",0,5,5,18,15,20070,2
"Golf",2016-04-16 19:46:00,"P",0,2016-04-16 19:51:00,"P",0,5,5,18,15,20070,2
"Hotel",2016-04-16 20:09:00,"P",0,2016-04-16 20:14:00,"P",0,5,5,18,15,20070,2
"India",2016-04-16 20:32:00,"P",0,2016-04-16 20:37:00,"P",0,5,5,18,15,20070,2
"Juliet",2016-04-16 20:55:00,"P",0,2016-04-16 21:00:00,"P",0,5,5,18,15,20070,2
"Kilo",2016-04-16 21:18:00,"P",0,2016-04-16 21:23:00,"P",0,5,5,0,0,20070,2
"Kilo",2016-04-17 14:41:00,"P",0,2016-04-17 14:46:00,"P",0,5,5,18,15,20071,2
"Juliet",2016-04-17 15:04:00,"P",0,2016-04-17 15:09:00,"P",0,5,5,18,15,20071,2
"India",2016-04-17 15:27:00,"P",0,2016-04-17 15:32:00,"P",0,5,5,18,15,20071,2
"Hotel",2016-04-17 15:50:00,"P",0,2016-04-17 15:55:00,"P",0,5,5,18,15,20071,2
"Golf",2016-04-17 16:13:00,"P",0,2016-04-17 16:18:00,"P",0,5,5,18,15,20071,2
"Foxtrot",2016-04-17 16:36:00,"P",0,2016-04-17 16:41:00,"P",0,5,5,18,15,20071,2
"Echo",2016-04-17 16:59:00,"P",0,2016-04-17 17:04:00,"P",0,5,5,18,15,20071,2
"Delta",2016-04-17 17:22:00,"P",0,2016-04-17 17:27:00,"P",0,5,5,18,15,20071,2
"Charlie",2016-04-17 17:45:00,"P",0,2016-04-17 17:50:00,"P",0,5,5,18,15,20071,2
"Bravo",2016-04-17 18:08:00,"P",0,2016-04-17 18:13:00,"P",0,5,5,18,15,20071,2
"Alpha",2016-04-17 18:31:00,"P",0,2016-04-17 18:36:00,"P",0,5,5,0,0,20071,2
"Alpha",2016-04-16 10:27:00,"P",0,2016-04-16 10:32:00,"P",0,5,5,18,15,20072,2
"Bravo",2016-04-16 10:50:00,"P",0,2016-04-16 10:55:00,"P",0,5,5,18,15,20072,2
"Charlie",2016-04-16 11:13:00,"P",0,2016-04-16 11:18:00,"P",0,5,5,18,15,20072,2
"Delta",2016-04-16 11:36:00,"P",0,2016-04-16 11:41:00,"P",0,5,5,18,15,20072,2
"Echo",2016-04-16 11:59:00,"P",0,2016-04-16 12:04:00,"P",0,5,5,18,15,20072,2
"Foxtrot",2016-04-16 12:22:00,"P",0,2016-04-16 12:27:00,"P",0,5,5,18,15,20072,2
"Golf",2016-04-16 12:45:00,"P",0,2016-04-16 12:50:00,"P",0,5,5,18,15,20072,2
"Hotel",2016-04-16 13:08:00,"P",0,2016-04-16 13:13:00,"P",0,5,5,18,15,20072,2
"India",2016-04-16 13:31:00,"P",0,2016-04-16 13:36:00,"P",0,5,5,18,15,20072,2
"Juliet",2016-04-16 13:54:00,"P",0,2016-04-16 13:59:00,"P",0,5,5,18,15,20072,2
"Kilo",2016-04-16 14:17:00,"P",0,2016-04-16 14:22:00,"P",0,5,5,0,0,20072,2
"Kilo",2016-04-17 05:33:00,"P",0,2016-04-17 05:38:00,"P",0,5,5,18,15,20073,2
"Juliet",2016-04-17 05:56:00,"P",0,2016-04-17 06:01:00,"P",0,5,5,18,15,20073,2
"India",2016-04-17 06:19:00,"P",0,2016-04-17 06:24:00,"P",0,5,5,18,15,20073,2
"Hotel",2016-04-17 06:42:00,"P",0,2016-04-17 06:47:00,"P",0,5,5,18,15,20073,2
"Golf",2016-04-17 07:05:00,"P",0,2016-04-17 07:10:00,"P",0,5,5,18,15,20073,2
"Foxtrot",2016-04-17 07:28:00,"P",0,2016-04-17 07:33:00,"P",0,5,5,18,15,20073,2
"Echo",2016-04-17 07:51:00,"P",0,2016-04-17 07:56:00,"P",0,5,5,18,15,20073,2
"Delta",2016-04-17 08:14:00,"P",0,2016-04-17 08:19:00,"P",0,5,5,18,15,20073,2
"Charlie",2016-04-17 08:37:00,"P",0,2016-04-17 08:42:00,"P",0,5,5,18,15,20073,2
"Bravo",2016-04-17 09:00:00,"P",0,2016-04-17 09:05:00,"P",0,5,5,18,15,20073,2
"Alpha",2016-04-17 09:23:00,"P",0,2016-04-17 09:28:00,"P",0,5,5,0,0,20073,2
"Alpha",2016-04-17 23:17:00,"P",0,2016-04-17 23:22:00,"P",0,5,5,18,15,20074,2
"Bravo",2016-04-17 23:40:00,"P",0,2016-04-17 23:45:00,"P",0,5,5,18,15,20074,2
"Charlie",2016-04-18 00:03:00,"P",0,2016-04-18 00:08:00,"P",0,5,5,18,15,20074,2
"Delta",2016-04-18 00:26:00,"P",0,2016-04-18 00:31:00,"P",0,5,5,18,15,20074,2
"Echo",2016-04-18 00:49:00,"P",0,2016-04-18 00:54:00,"P",0,5,5,18,15,20074,2
"Foxtrot",2016-04-18 01:12:00,"P",0,2016-04-18 01:17:00,"P",0,5,5,18,15,20074,2
"Golf",2016-04-18 01:35:00,"P",0,2016-04-18 01:40:00,"P",0,5,5,18,15,20074,2
"Hotel",2016-04-18 01:58:00,"P",0,2016-04-18 02:03:00,"P",0,5,5,18,15,20074,2
"India",2016-04-18 02:21:00,"P",0,2016-04-18 02:26:00,"P",0,5,5,18,15,20074,2
"Juliet",2016-04-18 02:44:00,"P",0,2016-04-18 02:49:00,"P",0,5,5,18,15,20074,2
"Kilo",2016-04-18 03:07:00,"P",0,2016-04-18 03:12:00,"P",0,5,5,0,0,20074,2
"Kilo",2016-04-17 22:43:00,"P",0,2016-04-17 22:48:00,"P",0,5,5,18,15,20075,2
"Juliet",2016-04-17 23:06:00,"P",0,2016-04-17 23:11:00,"P",0,5,5,18,15,20075,2
"India",2016-04-17 23:29:00,"P",0,2016-04-17 23:34:00,"P",0,5,5,18,15,20075,2
"Hotel",2016-04-17 23:52:00,"P",0,2016-04-17 23:57:00,"P",0,5,5,18,15,20075,2
"Golf",2016-04-18 00:15:00,"P",0,2016-04-18 00:20:00,"P",0,5,5,18,15,20075,2
"Foxtrot",2016-04-18 00:38:00,"P",0,2016-04-18 00:43:00,"P",0,5,5,18,15,20075,2
"Echo",2016-04-18 01:01:00,"P",0,2016-04-18 01:06:00,"P",0,5,5,18,15,20075,2
"Delta",2016-04-18 01:24:00,"P",0,2016-04-18 01:29:00,"P",0,5,5,18,15,20075,2
"Charlie",2016-04-18 01:47:00,"P",0,2016-04-18 01:52:00,"P",0,5,5,18,15,20075,2
"Bravo",2016-04-18 02:10:00,"P",0,2016-04-18 02:15:00,"P",0,5,5,18,15,20075,2
"Alpha",2016-04-18 02:33:00,"P",0,2016-04-18 02:38:00,"P",0,5,5,0,0,20075,2
"Alpha",2016-04-17 19:22:00,"P",0,2016-04-17 19:27:00,"P",0,5,5,18,15,20076,2
"Bravo",2016-04-17 19:45:00,"P",0,2016-04-17 19:50:00,"P",0,5,5,18,15,20076,2
"Charlie",2016-04-17 20:08:00,"P",0,2016-04-17 20:13:00,"P",0,5,5,18,15,20076,2
"Delta",2016-04-17 20:31:00,"P",0,2016-04-17 20:36:00,"P",0,5,5,18,15,20076,2
